Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     18.35     0.00      421     0.00     0.00  is_enemy_spawn
  0.00     18.35     0.00      417     0.00     0.00  is_item
  0.00     18.35     0.00      416     0.00     0.00  check_valid_element
  0.00     18.35     0.00      305     0.00     0.00  check_item
  0.00     18.35     0.00      305     0.00     0.02  draw_map
  0.00     18.35     0.00      305     0.00     7.28  game_loop
  0.00     18.35     0.00      305     0.00     0.00  init_floor_ray
  0.00     18.35     0.00      305     0.00     0.00  init_item_attributes
  0.00     18.35     0.00      305     0.00     0.00  init_item_draw_attributes
  0.00     18.35     0.00      305     0.00     0.55  raycast_doors
  0.00     18.35     0.00      305     0.00     4.02  raycast_floor
  0.00     18.35     0.00      305     0.00     1.48  raycast_map
  0.00     18.35     0.00      305     0.00     0.11  render_enemy
  0.00     18.35     0.00      305     0.00     7.28  render_game
  0.00     18.35     0.00      305     0.00     0.02  render_minimap
  0.00     18.35     0.00      305     0.00     0.00  render_minimap_player
  0.00     18.35     0.00      305     0.00     0.95  render_viewmodel
  0.00     18.35     0.00      305     0.00     0.00  select_viewmodel
  0.00     18.35     0.00      305     0.00     0.00  update_game_data
  0.00     18.35     0.00      305     0.00     0.00  update_player_data
  0.00     18.35     0.00      305     0.00     0.00  update_player_pos
  0.00     18.35     0.00      305     0.00     0.00  update_viewmodel
  0.00     18.35     0.00      282     0.00     0.00  select_stand
  0.00     18.35     0.00      266     0.00     0.00  can_move_to_north
  0.00     18.35     0.00      266     0.00     0.00  move_player_north
  0.00     18.35     0.00      182     0.00     0.00  key_press_hook
  0.00     18.35     0.00      182     0.00     0.00  key_release_hook
  0.00     18.35     0.00      177     0.00     0.00  game_key_hook
  0.00     18.35     0.00      177     0.00     0.00  player_key_release_hook
  0.00     18.35     0.00      176     0.00     0.00  is_player_movement_key
  0.00     18.35     0.00      175     0.00     0.00  player_movement_key
  0.00     18.35     0.00      170     0.00     7.82  main_menu_loop
  0.00     18.35     0.00      170     0.00     7.82  render_main_menu
  0.00     18.35     0.00      165     0.00     0.00  normalize_player_angle
  0.00     18.35     0.00      102     0.00     0.00  rotate_player_left
  0.00     18.35     0.00      100     0.00     0.00  can_move_to_east
  0.00     18.35     0.00      100     0.00     0.00  move_player_east
  0.00     18.35     0.00       94     0.00     0.00  free_image
  0.00     18.35     0.00       94     0.00     0.00  free_t_img
  0.00     18.35     0.00       72     0.00     0.00  can_move_to_west
  0.00     18.35     0.00       72     0.00     0.00  move_player_west
  0.00     18.35     0.00       63     0.00     0.00  rotate_player_right
  0.00     18.35     0.00       50     0.00     0.00  get_filename
  0.00     18.35     0.00       37     0.00     0.00  load_texture
  0.00     18.35     0.00       33     0.00     0.00  is_map_line
  0.00     18.35     0.00       30     0.00     0.00  is_not_map_line
  0.00     18.35     0.00       22     0.00     0.00  scan_map_line
  0.00     18.35     0.00       22     0.00     0.00  update_map_size
  0.00     18.35     0.00       19     0.00     0.00  select_sword_frames
  0.00     18.35     0.00        9     0.00     0.00  is_only_map_lines
  0.00     18.35     0.00        6     0.00     0.00  append_line
  0.00     18.35     0.00        6     0.00     0.00  is_asset_line
  0.00     18.35     0.00        6     0.00     0.00  is_rgb_line
  0.00     18.35     0.00        5     0.00     0.00  main_menu_key_hook
  0.00     18.35     0.00        5     0.00     0.00  menu_key_release_hook
  0.00     18.35     0.00        4     0.00     0.00  apply_enemy_state
  0.00     18.35     0.00        4     0.00     0.00  check_asset_duplicates
  0.00     18.35     0.00        4     0.00     0.00  check_enemy_nb
  0.00     18.35     0.00        4     0.00     0.00  load_assets
  0.00     18.35     0.00        4     0.00     0.00  load_img
  0.00     18.35     0.00        4     0.00     0.00  main_menu_option_key_hook
  0.00     18.35     0.00        4     0.00     0.00  select_cast_frames
  0.00     18.35     0.00        2     0.00     0.00  dup_tab
  0.00     18.35     0.00        2     0.00     0.00  extract_rgb_code
  0.00     18.35     0.00        2     0.00     0.00  game_mouse_press_hook
  0.00     18.35     0.00        2     0.00     0.00  is_rgb_code
  0.00     18.35     0.00        2     0.00     0.00  load_rgb
  0.00     18.35     0.00        2     0.00     0.00  main_menu_selection
  0.00     18.35     0.00        2     0.00     0.00  mouse_press_hook
  0.00     18.35     0.00        2     0.00     0.00  open_file
  0.00     18.35     0.00        2     0.00     0.00  player_action_button
  0.00     18.35     0.00        1     0.00     0.00  argument_count_correct
  0.00     18.35     0.00        1     0.00     0.00  check_item_nb
  0.00     18.35     0.00        1     0.00     0.00  check_map
  0.00     18.35     0.00        1     0.00     0.00  check_player_nb
  0.00     18.35     0.00        1     0.00     0.00  doors_open_close
  0.00     18.35     0.00        1     0.00     0.00  exit_cub3d
  0.00     18.35     0.00        1     0.00     0.00  extract_assets_path
  0.00     18.35     0.00        1     0.00     0.00  extract_data
  0.00     18.35     0.00        1     0.00     0.00  extract_map
  0.00     18.35     0.00        1     0.00     0.00  flood_fill
  0.00     18.35     0.00        1     0.00     0.00  free_program
  0.00     18.35     0.00        1     0.00     0.00  free_t_enemy
  0.00     18.35     0.00        1     0.00     0.00  free_t_main_menu
  0.00     18.35     0.00        1     0.00     0.00  free_t_map
  0.00     18.35     0.00        1     0.00     0.00  free_t_scene
  0.00     18.35     0.00        1     0.00     0.00  free_t_textures
  0.00     18.35     0.00        1     0.00     0.00  free_t_viewmodel
  0.00     18.35     0.00        1     0.00     0.00  free_t_window
  0.00     18.35     0.00        1     0.00     0.00  get_line_count
  0.00     18.35     0.00        1     0.00     0.00  got_right_suffix
  0.00     18.35     0.00        1     0.00     0.00  init_animation_attributes
  0.00     18.35     0.00        1     0.00     0.00  init_asset
  0.00     18.35     0.00        1     0.00     0.00  init_bonus_assets
  0.00     18.35     0.00        1     0.00     0.00  init_main_menu
  0.00     18.35     0.00        1     0.00     0.00  init_main_menu_addr
  0.00     18.35     0.00        1     0.00     0.00  init_main_menu_attributes
  0.00     18.35     0.00        1     0.00     0.00  init_main_menu_background
  0.00     18.35     0.00        1     0.00     0.00  init_main_menu_background_frame_addr
  0.00     18.35     0.00        1     0.00     0.00  init_main_menu_background_frame_img
  0.00     18.35     0.00        1     0.00     0.00  init_main_menu_launcher
  0.00     18.35     0.00        1     0.00     0.00  init_main_menu_launcher_addr
  0.00     18.35     0.00        1     0.00     0.00  init_main_menu_option
  0.00     18.35     0.00        1     0.00     0.00  init_main_menu_option_addr
  0.00     18.35     0.00        1     0.00     0.00  init_mandatory_assets
  0.00     18.35     0.00        1     0.00     0.00  init_minimap
  0.00     18.35     0.00        1     0.00     0.00  init_mlx
  0.00     18.35     0.00        1     0.00     0.00  init_mlx_hook
  0.00     18.35     0.00        1     0.00     0.00  init_mlx_mouse
  0.00     18.35     0.00        1     0.00     0.00  init_mlx_window
  0.00     18.35     0.00        1     0.00     0.00  init_player
  0.00     18.35     0.00        1     0.00     0.00  init_player_attributes
  0.00     18.35     0.00        1     0.00     0.00  init_player_orientation
  0.00     18.35     0.00        1     0.00     0.00  init_program
  0.00     18.35     0.00        1     0.00     0.00  init_raycast
  0.00     18.35     0.00        1     0.00     0.00  init_scene
  0.00     18.35     0.00        1     0.00     0.00  is_player_action_key
  0.00     18.35     0.00        1     0.00     0.00  load_enemy_assets
  0.00     18.35     0.00        1     0.00     0.00  load_env_assets
  0.00     18.35     0.00        1     0.00     0.00  load_items_assets
  0.00     18.35     0.00        1     0.00     0.00  load_normal_viewmodel
  0.00     18.35     0.00        1     0.00     0.00  load_trip_assets
  0.00     18.35     0.00        1     0.00     0.00  load_trip_viewmodel
  0.00     18.35     0.00        1     0.00     0.00  main_menu_launcher_key_hook
  0.00     18.35     0.00        1     0.00     0.00  mandatory_assets_are_missing
  0.00     18.35     0.00        1     0.00     0.00  parsing
  0.00     18.35     0.00        1     0.00     0.00  player_action_key
  0.00     18.35     0.00        1     0.00     0.00  player_interaction
  0.00     18.35     0.00        1     0.00     0.00  player_sword
  0.00     18.35     0.00        1     0.00     0.00  player_wand
  0.00     18.35     0.00        1     0.00     0.00  reset_blink_value

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.05% of 18.35 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     71.5   13.12    0.00                 mlx_int_parse_xpm [1]
-----------------------------------------------
                0.00    3.55     475/475         mlx_loop [3]
[2]     19.3    0.00    3.55     475         cub3d_loop [2]
                0.00    2.22     305/305         game_loop [4]
                0.00    1.33     170/170         main_menu_loop [6]
-----------------------------------------------
                                                 <spontaneous>
[3]     19.3    0.00    3.55                 mlx_loop [3]
                0.00    3.55     475/475         cub3d_loop [2]
                0.00    0.00   25198/25198       mouse_motion_hook [63]
                0.00    0.00     182/182         key_press_hook [87]
                0.00    0.00     182/182         key_release_hook [88]
                0.00    0.00       2/2           mouse_press_hook [128]
-----------------------------------------------
                0.00    2.22     305/305         cub3d_loop [2]
[4]     12.1    0.00    2.22     305         game_loop [4]
                0.00    2.22     305/305         render_game [5]
                0.00    0.00     305/950         get_tick [67]
                0.00    0.00     305/305         update_game_data [80]
                0.00    0.00     305/475         update_frame_rate [70]
-----------------------------------------------
                0.00    2.22     305/305         game_loop [4]
[5]     12.1    0.00    2.22     305         render_game [5]
                0.00    1.22     305/305         raycast_floor [8]
                0.00    0.45     305/305         raycast_map [18]
                0.00    0.29     305/305         render_viewmodel [23]
                0.00    0.17     305/305         raycast_doors [26]
                0.01    0.04     305/305         render_item [29]
                0.00    0.04     305/305         render_enemy [34]
                0.00    0.01     305/305         render_minimap [41]
-----------------------------------------------
                0.00    1.33     170/170         cub3d_loop [2]
[6]      7.2    0.00    1.33     170         main_menu_loop [6]
                0.00    1.33     170/170         render_main_menu [7]
                0.00    0.00     170/950         get_tick [67]
                0.00    0.00     170/475         update_frame_rate [70]
-----------------------------------------------
                0.00    1.33     170/170         main_menu_loop [6]
[7]      7.2    0.00    1.33     170         render_main_menu [7]
                0.18    0.39     170/170         render_main_menu_background [16]
                0.09    0.26     114/114         render_main_menu_title [20]
                0.11    0.19     170/170         render_main_menu_blink [21]
                0.04    0.06      56/56          render_main_menu_option [27]
-----------------------------------------------
                0.00    1.22     305/305         render_game [5]
[8]      6.7    0.00    1.22     305         raycast_floor [8]
                0.11    1.10  109495/109495      render_floor_ray [9]
                0.01    0.00  109495/109495      update_floor_ray [39]
                0.00    0.00     305/305         init_floor_ray [76]
-----------------------------------------------
                0.11    1.10  109495/109495      raycast_floor [8]
[9]      6.6    0.11    1.10  109495         render_floor_ray [9]
                0.41    0.69 140153600/140153600     draw_ray [10]
-----------------------------------------------
                0.41    0.69 140153600/140153600     render_floor_ray [9]
[10]     6.0    0.41    0.69 140153600         draw_ray [10]
                0.48    0.00 280307200/439365913     draw_pixel_color [12]
                0.21    0.00 140153600/140153600     init_floor_draw [24]
-----------------------------------------------
                                                 <spontaneous>
[11]     5.0    0.91    0.00                 ft_bzero [11]
-----------------------------------------------
                0.00    0.00    2745/439365913     render_minimap_player [46]
                0.00    0.00   10980/439365913     render_minimap_enemy [45]
                0.00    0.00 1113747/439365913     draw_item [31]
                0.00    0.00 2869636/439365913     draw_item [32]
                0.01    0.00 3050000/439365913     draw_square [43]
                0.26    0.00 152011605/439365913     draw_texture [15]
                0.48    0.00 280307200/439365913     draw_ray [10]
[12]     4.1    0.76    0.00 439365913         draw_pixel_color [12]
-----------------------------------------------
                0.06    0.00 51609600/549969920     render_main_menu_option [27]
                0.10    0.00 79953920/549969920     draw_viewmodel [22]
                0.13    0.00 105062400/549969920     render_main_menu_title [20]
                0.19    0.00 156672000/549969920     render_main_menu_blink [21]
                0.19    0.00 156672000/549969920     render_main_menu_background [16]
[13]     3.6    0.66    0.00 549969920         get_pixel [13]
-----------------------------------------------
                0.00    0.16  143064/533464      raycast_doors [26]
                0.00    0.44  390400/533464      raycast_map [18]
[14]     3.3    0.00    0.60  533464         render_raycast [14]
                0.32    0.27  533464/533464      draw_texture [15]
                0.01    0.00  533464/533464      init_draw_attributes [38]
-----------------------------------------------
                0.32    0.27  533464/533464      render_raycast [14]
[15]     3.2    0.32    0.27  533464         draw_texture [15]
                0.26    0.00 152011605/439365913     draw_pixel_color [12]
                0.01    0.00 16015202/25763077     get_alpha [37]
                0.00    0.00  533464/533464      select_texture [54]
                0.00    0.00  533464/533464      init_draw_start_point [53]
-----------------------------------------------
                0.18    0.39     170/170         render_main_menu [7]
[16]     3.1    0.18    0.39     170         render_main_menu_background [16]
                0.21    0.00 156672000/342697252     draw_pixel_asset [19]
                0.19    0.00 156672000/549969920     get_pixel [13]
-----------------------------------------------
                                                 <spontaneous>
[17]     2.6    0.47    0.00                 _init [17]
-----------------------------------------------
                0.00    0.45     305/305         render_game [5]
[18]     2.5    0.00    0.45     305         raycast_map [18]
                0.00    0.44  390400/533464      render_raycast [14]
                0.01    0.00 1031442/1649440     update_ray_step_y [36]
                0.00    0.00 2334700/2334700     wall_hit [47]
                0.00    0.00  912858/1665159     update_ray_step_x [49]
                0.00    0.00  390400/780800      update_raycast [50]
-----------------------------------------------
                0.00    0.00  323092/342697252     render_main_menu_option [27]
                0.00    0.00  685840/342697252     render_main_menu_blink [21]
                0.10    0.00 79953920/342697252     draw_viewmodel [22]
                0.14    0.00 105062400/342697252     render_main_menu_title [20]
                0.21    0.00 156672000/342697252     render_main_menu_background [16]
[19]     2.5    0.45    0.00 342697252         draw_pixel_asset [19]
-----------------------------------------------
                0.09    0.26     114/114         render_main_menu [7]
[20]     1.9    0.09    0.26     114         render_main_menu_title [20]
                0.14    0.00 105062400/342697252     draw_pixel_asset [19]
                0.13    0.00 105062400/549969920     get_pixel [13]
-----------------------------------------------
                0.11    0.19     170/170         render_main_menu [7]
[21]     1.6    0.11    0.19     170         render_main_menu_blink [21]
                0.19    0.00 156672000/549969920     get_pixel [13]
                0.00    0.00  685840/342697252     draw_pixel_asset [19]
-----------------------------------------------
                0.09    0.20     305/305         render_viewmodel [23]
[22]     1.6    0.09    0.20     305         draw_viewmodel [22]
                0.10    0.00 79953920/342697252     draw_pixel_asset [19]
                0.10    0.00 79953920/549969920     get_pixel [13]
-----------------------------------------------
                0.00    0.29     305/305         render_game [5]
[23]     1.6    0.00    0.29     305         render_viewmodel [23]
                0.09    0.20     305/305         draw_viewmodel [22]
                0.00    0.00     305/305         select_viewmodel [79]
-----------------------------------------------
                0.21    0.00 140153600/140153600     draw_ray [10]
[24]     1.1    0.21    0.00 140153600         init_floor_draw [24]
-----------------------------------------------
                                                 <spontaneous>
[25]     1.1    0.20    0.00                 mlx_int_str_str_cote [25]
-----------------------------------------------
                0.00    0.17     305/305         render_game [5]
[26]     0.9    0.00    0.17     305         raycast_doors [26]
                0.00    0.16  143064/533464      render_raycast [14]
                0.01    0.00  617998/1649440     update_ray_step_y [36]
                0.00    0.00 1760699/1760699     wall_hit [48]
                0.00    0.00  752301/1665159     update_ray_step_x [49]
                0.00    0.00  390400/780800      update_raycast [50]
                0.00    0.00  390400/390400      is_a_door [56]
                0.00    0.00  143064/143064      is_smaller_perp [58]
                0.00    0.00  143064/143064      is_closed [57]
-----------------------------------------------
                0.04    0.06      56/56          render_main_menu [7]
[27]     0.6    0.04    0.06      56         render_main_menu_option [27]
                0.06    0.00 51609600/549969920     get_pixel [13]
                0.00    0.00  323092/342697252     draw_pixel_asset [19]
-----------------------------------------------
                                                 <spontaneous>
[28]     0.3    0.05    0.00                 mlx_int_str_str [28]
-----------------------------------------------
                0.01    0.04     305/305         render_game [5]
[29]     0.2    0.01    0.04     305         render_item [29]
                0.02    0.02     305/305         draw_item [31]
                0.00    0.00     305/305         init_item_attributes [77]
                0.00    0.00     305/305         init_item_draw_attributes [78]
-----------------------------------------------
                                                 <spontaneous>
[30]     0.2    0.04    0.00                 mlx_int_get_line [30]
-----------------------------------------------
                0.02    0.02     305/305         render_item [29]
[31]     0.2    0.02    0.02     305         draw_item [31]
                0.01    0.00 3946288/9747875     update_draw_attributes [35]
                0.00    0.00 1113747/439365913     draw_pixel_color [12]
                0.00    0.00 3946288/25763077     get_alpha [37]
                0.00    0.00   31158/91341       item_on_screen [60]
                0.00    0.00   14894/41767       get_tex_x [62]
-----------------------------------------------
                0.01    0.03    1220/1220        init_enemy [33]
[32]     0.2    0.01    0.03    1220         draw_item [32]
                0.02    0.00 5801587/9747875     update_draw_attributes [35]
                0.00    0.00 2869636/439365913     draw_pixel_color [12]
                0.00    0.00 5801587/25763077     get_alpha [37]
                0.00    0.00   60183/91341       item_on_screen [60]
                0.00    0.00   26873/41767       get_tex_x [62]
-----------------------------------------------
                0.00    0.04    1220/1220        render_enemy [34]
[33]     0.2    0.00    0.04    1220         init_enemy [33]
                0.01    0.03    1220/1220        draw_item [32]
                0.00    0.00    1220/1220        init_enemy_attributes [65]
                0.00    0.00    1220/1220        init_item_draw_attributes [66]
-----------------------------------------------
                0.00    0.04     305/305         render_game [5]
[34]     0.2    0.00    0.04     305         render_enemy [34]
                0.00    0.04    1220/1220        init_enemy [33]
-----------------------------------------------
                0.01    0.00 3946288/9747875     draw_item [31]
                0.02    0.00 5801587/9747875     draw_item [32]
[35]     0.2    0.03    0.00 9747875         update_draw_attributes [35]
-----------------------------------------------
                0.01    0.00  617998/1649440     raycast_doors [26]
                0.01    0.00 1031442/1649440     raycast_map [18]
[36]     0.1    0.02    0.00 1649440         update_ray_step_y [36]
-----------------------------------------------
                0.00    0.00 3946288/25763077     draw_item [31]
                0.00    0.00 5801587/25763077     draw_item [32]
                0.01    0.00 16015202/25763077     draw_texture [15]
[37]     0.1    0.01    0.00 25763077         get_alpha [37]
-----------------------------------------------
                0.01    0.00  533464/533464      render_raycast [14]
[38]     0.1    0.01    0.00  533464         init_draw_attributes [38]
-----------------------------------------------
                0.01    0.00  109495/109495      raycast_floor [8]
[39]     0.1    0.01    0.00  109495         update_floor_ray [39]
-----------------------------------------------
                                                 <spontaneous>
[40]     0.1    0.01    0.00                 mlx_int_str_to_wordtab [40]
-----------------------------------------------
                0.00    0.01     305/305         render_game [5]
[41]     0.0    0.00    0.01     305         render_minimap [41]
                0.00    0.01     305/305         draw_map [44]
                0.00    0.00    1220/1220        render_minimap_enemy [45]
                0.00    0.00     305/305         render_minimap_player [46]
-----------------------------------------------
                0.00    0.01  128710/128710      draw_map [44]
[42]     0.0    0.00    0.01  128710         draw_element [42]
                0.00    0.01  122000/122000      draw_square [43]
                0.00    0.00  128710/128710      is_floor [59]
-----------------------------------------------
                0.00    0.01  122000/122000      draw_element [42]
[43]     0.0    0.00    0.01  122000         draw_square [43]
                0.01    0.00 3050000/439365913     draw_pixel_color [12]
-----------------------------------------------
                0.00    0.01     305/305         render_minimap [41]
[44]     0.0    0.00    0.01     305         draw_map [44]
                0.00    0.01  128710/128710      draw_element [42]
-----------------------------------------------
                0.00    0.00    1220/1220        render_minimap [41]
[45]     0.0    0.00    0.00    1220         render_minimap_enemy [45]
                0.00    0.00   10980/439365913     draw_pixel_color [12]
-----------------------------------------------
                0.00    0.00     305/305         render_minimap [41]
[46]     0.0    0.00    0.00     305         render_minimap_player [46]
                0.00    0.00    2745/439365913     draw_pixel_color [12]
-----------------------------------------------
                0.00    0.00 2334700/2334700     raycast_map [18]
[47]     0.0    0.00    0.00 2334700         wall_hit [47]
-----------------------------------------------
                0.00    0.00 1760699/1760699     raycast_doors [26]
[48]     0.0    0.00    0.00 1760699         wall_hit [48]
-----------------------------------------------
                0.00    0.00  752301/1665159     raycast_doors [26]
                0.00    0.00  912858/1665159     raycast_map [18]
[49]     0.0    0.00    0.00 1665159         update_ray_step_x [49]
-----------------------------------------------
                0.00    0.00  390400/780800      raycast_doors [26]
                0.00    0.00  390400/780800      raycast_map [18]
[50]     0.0    0.00    0.00  780800         update_raycast [50]
                0.00    0.00  780800/780800      update_raycast_side [52]
                0.00    0.00  780800/780800      update_raycast_delta [51]
-----------------------------------------------
                0.00    0.00  780800/780800      update_raycast [50]
[51]     0.0    0.00    0.00  780800         update_raycast_delta [51]
-----------------------------------------------
                0.00    0.00  780800/780800      update_raycast [50]
[52]     0.0    0.00    0.00  780800         update_raycast_side [52]
-----------------------------------------------
                0.00    0.00  533464/533464      draw_texture [15]
[53]     0.0    0.00    0.00  533464         init_draw_start_point [53]
-----------------------------------------------
                0.00    0.00  533464/533464      draw_texture [15]
[54]     0.0    0.00    0.00  533464         select_texture [54]
                0.00    0.00  533464/533464      select_texture_normal [55]
-----------------------------------------------
                0.00    0.00  533464/533464      select_texture [54]
[55]     0.0    0.00    0.00  533464         select_texture_normal [55]
-----------------------------------------------
                0.00    0.00  390400/390400      raycast_doors [26]
[56]     0.0    0.00    0.00  390400         is_a_door [56]
-----------------------------------------------
                0.00    0.00  143064/143064      raycast_doors [26]
[57]     0.0    0.00    0.00  143064         is_closed [57]
-----------------------------------------------
                0.00    0.00  143064/143064      raycast_doors [26]
[58]     0.0    0.00    0.00  143064         is_smaller_perp [58]
-----------------------------------------------
                0.00    0.00  128710/128710      draw_element [42]
[59]     0.0    0.00    0.00  128710         is_floor [59]
-----------------------------------------------
                0.00    0.00   31158/91341       draw_item [31]
                0.00    0.00   60183/91341       draw_item [32]
[60]     0.0    0.00    0.00   91341         item_on_screen [60]
-----------------------------------------------
                0.00    0.00   50293/50293       frame_delay [69]
[61]     0.0    0.00    0.00   50293         get_time [61]
-----------------------------------------------
                0.00    0.00   14894/41767       draw_item [31]
                0.00    0.00   26873/41767       draw_item [32]
[62]     0.0    0.00    0.00   41767         get_tex_x [62]
-----------------------------------------------
                0.00    0.00   25198/25198       mlx_loop [3]
[63]     0.0    0.00    0.00   25198         mouse_motion_hook [63]
                0.00    0.00   25015/25015       game_mouse_motion_hook [64]
-----------------------------------------------
                0.00    0.00   25015/25015       mouse_motion_hook [63]
[64]     0.0    0.00    0.00   25015         game_mouse_motion_hook [64]
                0.00    0.00     102/102         rotate_player_left [94]
                0.00    0.00      63/63          rotate_player_right [101]
-----------------------------------------------
                0.00    0.00    1220/1220        init_enemy [33]
[65]     0.0    0.00    0.00    1220         init_enemy_attributes [65]
-----------------------------------------------
                0.00    0.00    1220/1220        init_enemy [33]
[66]     0.0    0.00    0.00    1220         init_item_draw_attributes [66]
-----------------------------------------------
                0.00    0.00     170/950         main_menu_loop [6]
                0.00    0.00     305/950         game_loop [4]
                0.00    0.00     475/950         update_frame_rate [70]
[67]     0.0    0.00    0.00     950         get_tick [67]
-----------------------------------------------
                0.00    0.00     486/486         is_map_line [104]
[68]     0.0    0.00    0.00     486         is_valid_map_element [68]
-----------------------------------------------
                0.00    0.00     475/475         update_frame_rate [70]
[69]     0.0    0.00    0.00     475         frame_delay [69]
                0.00    0.00   50293/50293       get_time [61]
-----------------------------------------------
                0.00    0.00     170/475         main_menu_loop [6]
                0.00    0.00     305/475         game_loop [4]
[70]     0.0    0.00    0.00     475         update_frame_rate [70]
                0.00    0.00     475/950         get_tick [67]
                0.00    0.00     475/475         frame_delay [69]
-----------------------------------------------
                0.00    0.00     422/422         scan_map_line [106]
[71]     0.0    0.00    0.00     422         is_player_spawn [71]
-----------------------------------------------
                0.00    0.00     421/421         scan_map_line [106]
[72]     0.0    0.00    0.00     421         is_enemy_spawn [72]
-----------------------------------------------
                0.00    0.00     417/417         scan_map_line [106]
[73]     0.0    0.00    0.00     417         is_item [73]
-----------------------------------------------
